"Date","Price","Open","High","Low","Vol.","Change %"
"04/28/2024","7,595.00","7,606.00","7,610.00","7,574.00","19.71K","0.38%"
"04/21/2024","7,566.00","7,598.00","7,616.00","7,512.00","120.87K","-0.64%"
"04/14/2024","7,615.00","7,507.00","7,671.00","7,507.00","173.57K","1.08%"
"04/07/2024","7,534.00","7,533.00","7,535.00","7,533.00","0.19K","0.19%"
"03/31/2024","7,520.00","7,430.00","7,520.00","7,430.00","0.04K","1.10%"
"03/24/2024","7,438.00","7,501.00","7,501.00","7,416.00","1.25K","-0.84%"
"03/17/2024","7,501.00","7,555.00","7,600.00","7,480.00","2.46K","0.08%"
"03/10/2024","7,495.00","7,292.00","7,548.00","7,292.00","3.81K","2.52%"
"03/03/2024","7,311.00","7,398.00","7,398.00","7,307.00","0.41K","-1.26%"
"02/25/2024","7,404.00","7,341.00","7,428.00","7,310.00","2.87K","0.86%"
"02/18/2024","7,341.00","7,342.00","7,357.00","7,321.00","0.41K","-0.53%"
"02/04/2024","7,380.00","7,224.00","7,380.00","7,224.00","0.22K","1.81%"
"01/28/2024","7,249.00","7,336.00","7,429.00","7,236.00","2.31K","-1.47%"
"01/21/2024","7,357.00","7,299.00","7,407.00","7,284.00","4.84K","0.88%"
"01/14/2024","7,293.00","7,258.00","7,336.00","7,237.00","6.28K","0.63%"
"01/07/2024","7,247.00","7,331.00","7,332.00","7,180.00","1.60K","-1.50%"
"12/31/2023","7,357.00","7,513.00","7,513.00","7,331.00","4.99K","-2.08%"
"12/24/2023","7,513.00","7,577.00","7,609.00","7,455.00","76.58K","-0.99%"
"12/17/2023","7,588.00","7,514.00","7,620.00","7,425.00","293.69K","1.28%"
"12/10/2023","7,492.00","7,138.00","7,515.00","7,003.00","87.45K","0.56%"
"12/03/2023","7,450.00","7,334.00","7,450.00","7,231.00","0.25K","0.38%"
"11/26/2023","7,422.00","7,419.00","7,482.00","7,362.00","0.91K","0.04%"
"11/19/2023","7,419.00","7,700.00","7,700.00","7,392.00","5.56K","-3.89%"
"11/12/2023","7,719.00","8,080.00","8,080.00","7,596.00","47.18K","0.61%"
"11/05/2023","7,672.00","7,683.00","7,718.00","7,451.00","0.14K","-0.14%"
"10/29/2023","7,683.00","7,621.00","7,749.00","7,580.00","2.56K","2.13%"
"10/22/2023","7,523.00","7,495.00","7,640.00","7,446.00","83.78K","-0.32%"
"10/15/2023","7,547.00","7,518.00","7,535.00","7,518.00","0.04K","0.39%"
"10/08/2023","7,518.00","7,594.00","7,615.00","7,493.00","0.11K","-3.81%"
"09/24/2023","7,816.00","7,915.00","7,977.00","7,684.00","4.69K","-1.25%"
"09/17/2023","7,915.00","8,021.00","8,152.00","7,874.00","31.20K","-1.32%"
"09/10/2023","8,021.00","7,861.00","8,058.00","7,861.00","23.19K","2.06%"
"09/03/2023","7,859.00","7,845.00","7,988.00","7,820.00","8.55K","0.26%"
"08/27/2023","7,839.00","7,678.00","7,876.00","7,615.00","77.34K","2.75%"
"08/20/2023","7,629.00","7,585.00","7,714.00","7,560.00","289.56K","1.21%"
"08/13/2023","7,538.00","7,376.00","7,600.00","7,344.00","943.54K","2.13%"
"08/06/2023","7,381.00","7,353.00","7,353.00","7,324.00","0.05K","0.19%"
"07/30/2023","7,367.00","7,372.00","7,670.00","7,318.00","1.39K","-0.07%"
"07/23/2023","7,372.00","7,260.00","7,415.00","7,209.00","3.84K","1.54%"
"07/16/2023","7,260.00","7,377.00","7,384.00","7,230.00","74.67K","2.41%"
"07/09/2023","7,089.00","7,100.00","7,100.00","7,100.00","","-0.15%"
"07/02/2023","7,100.00","7,073.00","7,106.00","7,065.00","0.09K","0.31%"
"06/25/2023","7,078.00","7,117.00","7,197.00","7,015.00","1.80K","-0.45%"
"06/18/2023","7,110.00","7,098.00","7,156.00","7,094.00","4.36K","0.41%"
"06/11/2023","7,081.00","6,967.00","7,118.00","6,967.00","30.94K","0.98%"
"06/04/2023","7,012.00","7,006.00","7,038.00","6,980.00","0.16K","0.33%"
"05/28/2023","6,989.00","6,952.00","7,080.00","6,820.00","1.19K","0.53%"
"05/21/2023","6,952.00","7,141.00","7,151.00","6,899.00","5.07K","-2.65%"
"05/14/2023","7,141.00","7,240.00","7,287.00","7,106.00","52.16K","-1.83%"
"05/07/2023","7,274.00","7,460.00","7,500.00","7,250.00","4.19K","-1.82%"
"04/30/2023","7,409.00","7,530.00","7,530.00","7,385.00","2.40K","-1.63%"
"04/23/2023","7,532.00","7,656.00","7,666.00","7,496.00","133.75K","-1.32%"
"04/16/2023","7,633.00","7,636.00","7,666.00","7,572.00","253.58K","1.14%"
"04/09/2023","7,547.00","7,549.00","7,549.00","7,547.00","0.04K","-2.13%"
"04/02/2023","7,711.00","7,711.00","7,711.00","7,711.00","0.03K","0.77%"
"03/26/2023","7,652.00","7,563.00","7,680.00","7,562.00","0.60K","1.76%"
"03/19/2023","7,520.00","7,594.00","7,614.00","7,490.00","0.61K","-0.62%"
"03/12/2023","7,567.00","7,698.00","7,706.00","7,494.00","35.76K","-3.10%"
"03/05/2023","7,809.00","7,809.00","7,809.00","7,809.00","","0.00%"
"02/26/2023","7,809.00","7,899.00","8,431.00","7,784.00","1.00K","-1.14%"
"02/19/2023","7,899.00","7,843.00","7,982.00","7,818.00","2.28K","0.88%"
"02/12/2023","7,830.00","7,810.00","7,898.00","7,752.00","45.60K","0.33%"
"02/05/2023","7,804.00","7,868.00","7,868.00","7,826.00","0.28K","-2.52%"
"01/29/2023","8,006.00","8,056.00","8,208.00","7,884.00","0.98K","-0.62%"
"01/15/2023","8,056.00","7,915.00","8,102.00","7,890.00","54.73K","3.75%"
"01/08/2023","7,765.00","7,702.00","7,858.00","7,583.00","1.43K","0.78%"
"01/01/2023","7,705.00","7,723.00","7,815.00","7,614.00","6.27K","-0.23%"
"12/25/2022","7,723.00","7,649.00","7,824.00","7,636.00","70.21K","-0.04%"
"12/18/2022","7,726.00","7,885.00","7,921.00","7,640.00","431.44K","-1.54%"
"12/11/2022","7,847.00","7,810.00","7,898.00","7,787.00","629.10K","0.47%"
"12/04/2022","7,810.00","7,810.00","7,810.00","7,810.00","","0.00%"
"11/27/2022","7,810.00","7,733.00","7,860.00","7,616.00","3.07K","1.06%"
"11/20/2022","7,728.00","7,801.00","7,801.00","7,660.00","0.84K","-0.55%"
"11/13/2022","7,771.00","7,916.00","7,916.00","7,739.00","4.29K","-0.31%"
"11/06/2022","7,795.00","7,751.00","7,810.00","7,731.00","0.36K","-0.90%"
"10/30/2022","7,866.00","7,773.00","7,880.00","7,539.00","0.92K","1.20%"
"10/23/2022","7,773.00","7,802.00","7,899.00","7,717.00","8.10K","-3.08%"
"10/16/2022","8,020.00","7,942.00","7,943.00","7,770.00","1.01K","0.38%"
"10/09/2022","7,990.00","8,440.00","8,440.00","7,900.00","1.09K","-2.19%"
"09/25/2022","8,169.00","8,081.00","8,200.00","7,957.00","3.87K","-0.18%"
"09/18/2022","8,184.00","8,124.00","8,248.00","8,060.00","10.88K","0.95%"
"09/11/2022","8,107.00","8,380.00","8,380.00","8,058.00","4.59K","-1.24%"
"09/04/2022","8,209.00","7,960.00","8,299.00","7,960.00","4.04K","3.18%"
"08/28/2022","7,956.00","7,983.00","8,058.00","7,919.00","54.76K","-0.04%"
"08/21/2022","7,959.00","7,850.00","8,020.00","7,765.00","338.20K","1.95%"
"08/14/2022","7,807.00","7,890.00","8,061.00","7,710.00","1.80M","-3.40%"
"08/07/2022","8,082.00","8,000.00","8,000.00","7,965.00","0.06K","1.03%"
"07/31/2022","8,000.00","8,100.00","8,130.00","8,100.00","0.33K","-0.30%"
"07/24/2022","8,024.00","7,752.00","8,145.00","7,752.00","4.68K","4.63%"
"07/17/2022","7,669.00","7,840.00","8,105.00","7,475.00","4.08K","-2.87%"
"07/10/2022","7,896.00","7,988.00","7,992.00","7,745.00","1.07K","-6.06%"
"07/03/2022","8,405.00","8,405.00","8,405.00","8,405.00","","0.00%"
"06/26/2022","8,405.00","8,370.00","8,476.00","8,289.00","1.37K","0.42%"
"06/19/2022","8,370.00","8,477.00","8,509.00","8,277.00","1.97K","-1.81%"
"06/12/2022","8,524.00","8,701.00","8,701.00","8,486.00","0.82K","-3.82%"
"06/05/2022","8,863.00","8,900.00","8,945.00","8,900.00","0.05K","-0.42%"
"05/29/2022","8,900.00","8,720.00","8,900.00","8,681.00","4.43K","2.06%"
"05/22/2022","8,720.00","8,444.00","8,814.00","8,385.00","12.92K","2.85%"
"05/15/2022","8,478.00","8,620.00","8,679.00","8,400.00","6.38K","-1.14%"
"05/08/2022","8,576.00","8,870.00","8,870.00","8,477.00","4.27K","-3.37%"
"05/01/2022","8,875.00","8,674.00","8,904.00","8,674.00","2.46K","2.32%"
"04/24/2022","8,674.00","8,752.00","8,790.00","8,498.00","111.60K","-1.45%"
"04/17/2022","8,802.00","8,840.00","8,969.00","8,738.00","898.50K","2.09%"
"04/10/2022","8,622.00","8,674.00","8,674.00","8,542.00","0.01K","-0.84%"
"04/03/2022","8,695.00","8,750.00","8,813.00","8,695.00","0.06K","-0.76%"
"03/27/2022","8,762.00","9,109.00","9,147.00","8,566.00","0.19K","-2.21%"
"03/20/2022","8,960.00","8,856.00","9,041.00","8,787.00","0.06K","1.73%"
"03/13/2022","8,808.00","8,841.00","8,842.00","8,610.00","0.13K","-0.56%"
"03/06/2022","8,858.00","8,900.00","9,200.00","8,232.00","0.08K","0.09%"
"02/27/2022","8,850.00","8,355.00","9,020.00","8,347.00","2.17K","5.92%"
"02/20/2022","8,355.00","8,269.00","8,565.00","8,261.00","4.92K","-1.26%"
"02/13/2022","8,462.00","8,494.00","8,507.00","8,228.00","0.27K","0.91%"
"02/06/2022","8,386.00","8,400.00","8,889.00","8,252.00","0.23K","-1.32%"
"01/23/2022","8,498.00","8,486.00","8,873.00","8,350.00","1.97K","0.54%"
"01/16/2022","8,452.00","8,350.00","8,534.00","8,200.00","8.11K","1.87%"
"01/09/2022","8,297.00","8,299.00","8,350.00","8,094.00","2.68K","0.25%"
"01/02/2022","8,276.00","8,164.00","8,380.00","8,164.00","6.07K","1.37%"
"12/26/2021","8,164.00","8,252.00","8,285.00","7,980.00","37.69K","-1.03%"
"12/19/2021","8,249.00","8,172.00","8,302.00","8,055.00","282.30K","1.03%"
"12/12/2021","8,165.00","7,900.00","8,220.00","7,900.00","936.76K","2.06%"
"12/05/2021","8,000.00","7,958.00","8,100.00","7,954.00","0.32K","-1.10%"
"11/28/2021","8,089.00","8,148.00","8,158.00","7,963.00","3.89K","-5.49%"
"11/21/2021","8,559.00","8,340.00","8,666.00","8,122.00","2.64K","3.12%"
"11/14/2021","8,300.00","8,621.00","8,621.00","8,205.00","3.72K","-2.86%"
"11/07/2021","8,544.00","8,500.00","8,700.00","8,400.00","0.53K","-0.32%"
"10/31/2021","8,571.00","8,800.00","8,800.00","8,430.00","0.80K","-1.64%"
"10/24/2021","8,714.00","9,045.00","9,045.00","8,492.00","3.61K","-3.60%"
"10/17/2021","9,039.00","9,611.00","9,759.00","8,950.00","2.50K","-6.53%"
"10/10/2021","9,670.00","10,300.00","10,488.00","9,500.00","2.34K","-3.05%"
"10/03/2021","9,974.00","10,119.00","10,119.00","9,851.00","0.00K","1.04%"
"09/26/2021","9,871.00","9,226.00","10,105.00","9,186.00","4.41K","6.70%"
"09/19/2021","9,251.00","8,915.00","9,420.00","8,862.00","5.07K","2.54%"
"09/12/2021","9,022.00","8,601.00","9,337.00","8,502.00","10.88K","4.52%"
"09/05/2021","8,632.00","8,505.00","8,650.00","8,500.00","1.39K","1.68%"
"08/29/2021","8,489.00","8,340.00","8,550.00","7,844.00","11.59K","1.98%"
