Date,Close,High,Low,Open,Volume
,NG=F,NG=F,NG=F,NG=F,NG=F
2015-01-05,2.9424999952316284,3.1360000371932983,2.840000033378601,2.9605000019073486,125452.5
2015-01-12,2.895400047302246,2.9717999935150146,2.824600028991699,2.924600028991699,126339.6
2015-01-19,3.115250051021576,3.221999943256378,2.9519999623298645,3.065250039100647,185652.5
2015-01-26,2.9014000415802004,3.011400032043457,2.830000066757202,2.9384000301361084,132959.4
2015-02-02,2.787400007247925,2.8598000526428224,2.7266000270843507,2.812000036239624,113348.0
2015-02-09,2.638399934768677,2.715999984741211,2.603000020980835,2.674399995803833,129429.6
2015-02-16,2.747749984264374,2.824250042438507,2.657249927520752,2.715749979019165,191635.75
2015-02-23,2.850800037384033,2.928999996185303,2.7694000720977785,2.8402000427246095,124308.4
2015-03-02,2.7849999904632567,2.864799976348877,2.740399980545044,2.8127999782562254,111319.0
2015-03-09,2.767799997329712,2.8058000087738035,2.7093999862670897,2.750200033187866,125490.2
2015-03-16,2.7466000080108643,2.7920000076293947,2.6848000049591065,2.738200044631958,114146.2
2015-03-23,2.821400022506714,2.879199981689453,2.748800039291382,2.8154000282287597,142078.8
2015-03-30,2.6829999923706054,2.7414000034332275,2.656399965286255,2.7115999698638915,74280.8
2015-04-06,2.652000069618225,2.693250060081482,2.6072499752044678,2.639750063419342,96248.75
2015-04-13,2.5697999954223634,2.6236000061035156,2.551800012588501,2.5941999912261964,135994.6
2015-04-20,2.598799991607666,2.6312000274658205,2.539400005340576,2.580999994277954,134734.0
2015-04-27,2.5465999603271485,2.575799989700317,2.513599967956543,2.5480000019073485,85877.4
2015-05-04,2.6941999912261965,2.7065999507904053,2.5975999355316164,2.6155999660491944,124705.6
2015-05-11,2.7944000244140623,2.8574000358581544,2.7489999771118163,2.803999996185303,134018.4
2015-05-18,2.973199987411499,3.0013999938964844,2.8955999851226806,2.9308000087738035,134560.0
2015-05-25,2.924749970436096,3.033500015735626,2.9102500081062317,2.9704999327659607,130127.0
2015-06-01,2.726800012588501,2.800999975204468,2.7041999816894533,2.7745999813079836,119547.8
2015-06-08,2.650599956512451,2.6959999561309815,2.5970000267028808,2.652400016784668,148404.0
2015-06-15,2.8401999950408934,2.8871999263763426,2.7685999870300293,2.805999994277954,195029.8
2015-06-22,2.8150000095367433,2.871199941635132,2.779200029373169,2.838600015640259,141559.6
2015-06-29,2.7826000213623048,2.8230000495910645,2.7305999755859376,2.7662000179290773,92895.8
2015-07-06,2.7982500195503235,2.841249942779541,2.759750008583069,2.7977499961853027,132714.5
2015-07-13,2.7522000312805175,2.7967999458312987,2.703600025177002,2.7444000244140625,138944.2
2015-07-20,2.8609999656677245,2.9128000259399416,2.821400022506714,2.866599988937378,135580.8
2015-07-27,2.8320000171661377,2.8789999961853026,2.7949999809265136,2.835199975967407,98157.2
2015-08-03,2.7877999782562255,2.843000030517578,2.756600046157837,2.8004000186920166,113081.8
2015-08-10,2.812600040435791,2.8395999908447265,2.767400026321411,2.7980000495910646,157820.0
2015-08-17,2.8182000160217284,2.8700000286102294,2.786199951171875,2.8394000053405763,161074.4
2015-08-24,2.700200080871582,2.743600034713745,2.6724000453948973,2.7122000217437745,110800.6
2015-08-31,2.6839999675750734,2.705999994277954,2.651199960708618,2.6808000087738035,75130.6
2015-09-07,2.682499945163727,2.7179999351501465,2.6457499861717224,2.680750012397766,109325.0
2015-09-14,2.699000024795532,2.730800008773804,2.6579999923706055,2.676800012588501,141674.0
2015-09-21,2.6435999870300293,2.6939999580383303,2.626599979400635,2.6797999858856203,103342.6
2015-09-28,2.5727999687194822,2.6086000919342043,2.5438000202178954,2.582800006866455,97200.8
2015-10-05,2.4888000011444094,2.5573999881744385,2.4688000202178957,2.5311999797821043,125879.0
