,mean,std,min,max,skew,kurtosis
ret_PP,-0.0010523351372968158,0.042444318722551624,-0.13158257217896896,0.14959611453560484,0.41960312452466736,1.909857409499124
ret_CRUDE,0.002963677887158117,0.1200978300768325,-0.6005850161236697,0.5355168404027957,-0.9057128261327282,9.50689263512902
